,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,Option_Type
0,SPY250317C00460000,2025-03-13 17:25:03+00:00,460.0,90.95,101.05,102.28,0.0,0.0,3.0,0,1.0000000000000003e-05,True,REGULAR,USD,CALL
1,SPY250317C00500000,2025-03-12 18:57:54+00:00,500.0,61.49,61.07,62.29,0.0,0.0,6.0,8,1.0000000000000003e-05,True,REGULAR,USD,CALL
2,SPY250317C00520000,2025-03-14 19:37:09+00:00,520.0,42.09,41.08,42.3,10.35,32.608696,36.0,5,1.0000000000000003e-05,True,REGULAR,USD,CALL
3,SPY250317C00525000,2025-03-14 13:41:05+00:00,525.0,33.0,36.08,37.31,4.799999,17.021273,2.0,16,1.0000000000000003e-05,True,REGULAR,USD,CALL
4,SPY250317C00530000,2025-03-14 19:59:02+00:00,530.0,33.65,31.09,32.31,10.320002,44.234898,32.0,260,1.0000000000000003e-05,True,REGULAR,USD,CALL
5,SPY250317C00535000,2025-03-14 17:03:02+00:00,535.0,27.13,26.09,27.32,10.269999,60.913395,164.0,150,1.0000000000000003e-05,True,REGULAR,USD,CALL
6,SPY250317C00540000,2025-03-14 20:12:52+00:00,540.0,21.79,21.65,21.81,8.350001,62.12799,298.0,213,1.0000000000000003e-05,True,REGULAR,USD,CALL
7,SPY250317C00545000,2025-03-14 19:23:14+00:00,545.0,17.43,16.71,16.87,7.54,76.23862,260.0,179,1.0000000000000003e-05,True,REGULAR,USD,CALL
8,SPY250317C00550000,2025-03-14 20:13:56+00:00,550.0,12.1,11.93,12.06,5.3500004,79.25926,1015.0,1426,1.0000000000000003e-05,True,REGULAR,USD,CALL
9,SPY250317C00551000,2025-03-14 20:05:08+00:00,551.0,11.5,11.0,11.13,5.37,87.60195,1041.0,829,1.0000000000000003e-05,True,REGULAR,USD,CALL
10,SPY250317C00554000,2025-03-14 20:14:29+00:00,554.0,8.44,8.34,8.45,3.9599996,88.392845,1814.0,1176,1.0000000000000003e-05,True,REGULAR,USD,CALL
11,SPY250317C00555000,2025-03-14 20:14:10+00:00,555.0,7.65,7.49,7.6,3.66,91.729324,4136.0,1565,1.0000000000000003e-05,True,REGULAR,USD,CALL
12,SPY250317C00556000,2025-03-14 20:09:00+00:00,556.0,6.95,6.68,6.77,3.4499998,98.57143,4892.0,1132,1.0000000000000003e-05,True,REGULAR,USD,CALL
13,SPY250317C00557000,2025-03-14 20:14:10+00:00,557.0,6.03,5.89,5.97,2.9400003,95.145645,11381.0,1184,0.10132734619140624,True,REGULAR,USD,CALL
14,SPY250317C00558000,2025-03-14 20:12:44+00:00,558.0,5.2,5.14,5.21,2.4899998,91.881905,17304.0,2039,0.11585356811523437,True,REGULAR,USD,CALL
15,SPY250317C00559000,2025-03-14 20:14:48+00:00,559.0,4.41,4.43,4.49,2.05,86.8644,14492.0,1675,0.12342185180664064,True,REGULAR,USD,CALL
16,SPY250317C00560000,2025-03-14 20:14:43+00:00,560.0,3.77,3.78,3.82,1.71,83.00971,46685.0,3839,0.12818254638671872,True,REGULAR,USD,CALL
17,SPY250317C00561000,2025-03-14 20:14:42+00:00,561.0,3.18,3.16,3.19,1.45,83.81503,47903.0,1425,0.13050185913085935,True,REGULAR,USD,CALL
18,SPY250317C00562000,2025-03-14 20:14:58+00:00,562.0,2.61,2.6,2.63,1.1299999,76.35134,49386.0,2169,0.13257703369140628,True,REGULAR,USD,CALL
19,SPY250317C00563000,2025-03-14 20:14:54+00:00,563.0,2.13,2.1,2.13,0.9100001,74.59017,42548.0,1565,0.133797724609375,False,REGULAR,USD,CALL
20,SPY250317C00564000,2025-03-14 20:14:58+00:00,564.0,1.67,1.67,1.69,0.64,62.13592,32020.0,2349,0.13428600097656251,False,REGULAR,USD,CALL
21,SPY250317C00565000,2025-03-14 20:14:53+00:00,565.0,1.29,1.3,1.31,0.43999994,51.764698,49522.0,4458,0.13428600097656251,False,REGULAR,USD,CALL
22,SPY250317C00566000,2025-03-14 20:14:55+00:00,566.0,1.0,0.98,1.0,0.3,42.857147,26614.0,1801,0.13453013916015627,False,REGULAR,USD,CALL
23,SPY250317C00567000,2025-03-14 20:14:59+00:00,567.0,0.74,0.74,0.75,0.18,32.14286,23835.0,1964,0.13501841552734378,False,REGULAR,USD,CALL
24,SPY250317C00568000,2025-03-14 20:14:45+00:00,568.0,0.55,0.54,0.55,0.100000024,22.222229,15838.0,1614,0.13514048461914066,False,REGULAR,USD,CALL
25,SPY250317C00569000,2025-03-14 20:14:56+00:00,569.0,0.4,0.39,0.4,0.050000012,14.285718,13297.0,2463,0.13575083007812502,False,REGULAR,USD,CALL
26,SPY250317C00570000,2025-03-14 20:14:59+00:00,570.0,0.29,0.28,0.29,0.0,0.0,49873.0,4988,0.13697152099609378,False,REGULAR,USD,CALL
27,SPY250317C00571000,2025-03-14 20:14:59+00:00,571.0,0.2,0.19,0.2,-0.030000001,-13.043478,22597.0,1318,0.13721565917968753,False,REGULAR,USD,CALL
28,SPY250317C00572000,2025-03-14 20:14:50+00:00,572.0,0.14,0.13,0.14,-0.030000001,-17.647058,30088.0,2384,0.1381922119140625,False,REGULAR,USD,CALL
29,SPY250317C00573000,2025-03-14 20:14:52+00:00,573.0,0.09,0.08,0.09,-0.049999997,-35.714283,16890.0,1735,0.13721565917968753,False,REGULAR,USD,CALL
30,SPY250317C00574000,2025-03-14 20:14:54+00:00,574.0,0.06,0.05,0.06,-0.040000003,-40.000004,5522.0,1760,0.13770393554687502,False,REGULAR,USD,CALL
31,SPY250317C00575000,2025-03-14 20:14:59+00:00,575.0,0.04,0.03,0.04,-0.04,-50.0,16016.0,4520,0.13868048828125001,False,REGULAR,USD,CALL
32,SPY250317C00576000,2025-03-14 20:14:08+00:00,576.0,0.02,0.02,0.03,-0.05,-71.42857,4403.0,1451,0.14258669921875,False,REGULAR,USD,CALL
33,SPY250317C00577000,2025-03-14 20:13:50+00:00,577.0,0.02,0.02,0.03,-0.04,-66.66667,2063.0,2595,0.15235222656250003,False,REGULAR,USD,CALL
34,SPY250317C00578000,2025-03-14 20:13:39+00:00,578.0,0.02,0.01,0.02,-0.030000001,-60.000004,2645.0,1534,0.15235222656250003,False,REGULAR,USD,CALL
35,SPY250317C00579000,2025-03-14 20:07:46+00:00,579.0,0.01,0.01,0.02,-0.03,-75.0,1476.0,2051,0.16211775390625,False,REGULAR,USD,CALL
36,SPY250317C00580000,2025-03-14 20:14:37+00:00,580.0,0.02,0.01,0.02,-0.02,-50.0,4964.0,5631,0.16993017578125003,False,REGULAR,USD,CALL
37,SPY250317C00581000,2025-03-14 20:05:26+00:00,581.0,0.02,0.01,0.02,-0.01,-33.333336,477.0,2099,0.17774259765625,False,REGULAR,USD,CALL
38,SPY250317C00582000,2025-03-14 19:47:11+00:00,582.0,0.01,0.01,0.02,-0.01,-50.0,1061.0,1235,0.187508125,False,REGULAR,USD,CALL
39,SPY250317C00583000,2025-03-14 20:10:13+00:00,583.0,0.01,0.0,0.01,-0.01,-50.0,682.0,2189,0.179695703125,False,REGULAR,USD,CALL
40,SPY250317C00584000,2025-03-14 20:06:46+00:00,584.0,0.01,0.0,0.01,-0.01,-50.0,624.0,2775,0.187508125,False,REGULAR,USD,CALL
41,SPY250317C00585000,2025-03-14 20:08:14+00:00,585.0,0.01,0.0,0.01,-0.01,-50.0,267.0,2455,0.195320546875,False,REGULAR,USD,CALL
42,SPY250317C00586000,2025-03-14 19:47:23+00:00,586.0,0.01,0.0,0.01,0.0,0.0,566.0,2609,0.20313296874999998,False,REGULAR,USD,CALL
43,SPY250317C00587000,2025-03-14 19:45:03+00:00,587.0,0.01,0.0,0.01,-0.01,-50.0,129.0,1612,0.21094539062499998,False,REGULAR,USD,CALL
44,SPY250317C00588000,2025-03-14 19:38:10+00:00,588.0,0.01,0.0,0.01,0.0,0.0,341.0,3290,0.21875781249999998,False,REGULAR,USD,CALL
45,SPY250317C00589000,2025-03-14 19:54:30+00:00,589.0,0.01,0.0,0.01,-0.01,-50.0,245.0,2156,0.22657023437499998,False,REGULAR,USD,CALL
46,SPY250317C00590000,2025-03-14 19:17:09+00:00,590.0,0.01,0.0,0.01,0.0,0.0,828.0,4171,0.23438265625,False,REGULAR,USD,CALL
47,SPY250317C00591000,2025-03-14 19:39:09+00:00,591.0,0.01,0.0,0.01,-0.01,-50.0,316.0,2887,0.242195078125,False,REGULAR,USD,CALL
48,SPY250317C00592000,2025-03-14 14:22:34+00:00,592.0,0.02,0.0,0.01,0.01,100.0,126.0,1707,0.2500075,False,REGULAR,USD,CALL
49,SPY250317C00593000,2025-03-13 17:56:12+00:00,593.0,0.01,0.0,0.01,-0.01,-50.0,132.0,1741,0.257819921875,False,REGULAR,USD,CALL
50,SPY250317C00594000,2025-03-14 19:13:16+00:00,594.0,0.01,0.0,0.01,0.0,0.0,3.0,1633,0.26563234375,False,REGULAR,USD,CALL
51,SPY250317C00595000,2025-03-14 20:05:32+00:00,595.0,0.01,0.0,0.01,0.0,0.0,308.0,3216,0.273444765625,False,REGULAR,USD,CALL
52,SPY250317C00596000,2025-03-14 19:23:32+00:00,596.0,0.02,0.0,0.01,0.0,0.0,884.0,1844,0.28125718749999995,False,REGULAR,USD,CALL
53,SPY250317C00597000,2025-03-14 19:23:32+00:00,597.0,0.01,0.0,0.01,0.0,0.0,1030.0,2120,0.2890696093749999,False,REGULAR,USD,CALL
54,SPY250317C00598000,2025-03-14 15:01:27+00:00,598.0,0.01,0.0,0.01,0.0,0.0,10.0,1843,0.2929758203124999,False,REGULAR,USD,CALL
55,SPY250317C00599000,2025-03-13 14:27:02+00:00,599.0,0.02,0.0,0.01,0.0,0.0,3.0,3089,0.3007882421875,False,REGULAR,USD,CALL
56,SPY250317C00600000,2025-03-14 17:59:20+00:00,600.0,0.01,0.0,0.01,-0.01,-50.0,379.0,3441,0.3086006640625,False,REGULAR,USD,CALL
57,SPY250317C00601000,2025-03-14 14:07:19+00:00,601.0,0.02,0.0,0.01,0.01,100.0,1.0,2680,0.31250687499999996,False,REGULAR,USD,CALL
58,SPY250317C00602000,2025-03-13 19:59:20+00:00,602.0,0.01,0.0,0.01,0.0,0.0,10.0,3334,0.32031929687499994,False,REGULAR,USD,CALL
59,SPY250317C00603000,2025-03-13 19:07:30+00:00,603.0,0.01,0.0,0.01,0.0,0.0,1.0,2244,0.32813171874999997,False,REGULAR,USD,CALL
60,SPY250317C00604000,2025-03-14 14:27:25+00:00,604.0,0.01,0.0,0.01,0.0,0.0,5.0,3931,0.335944140625,False,REGULAR,USD,CALL
61,SPY250317C00605000,2025-03-13 20:01:46+00:00,605.0,0.01,0.0,0.01,0.0,0.0,693.0,7796,0.3437565625,False,REGULAR,USD,CALL
62,SPY250317C00606000,2025-03-13 15:19:52+00:00,606.0,0.01,0.0,0.01,0.0,0.0,216.0,4108,0.35156898437499995,False,REGULAR,USD,CALL
63,SPY250317C00607000,2025-03-13 19:07:34+00:00,607.0,0.01,0.0,0.01,0.0,0.0,1.0,4277,0.35938140625,False,REGULAR,USD,CALL
64,SPY250317C00608000,2025-03-14 14:07:19+00:00,608.0,0.01,0.0,0.01,0.0,0.0,1.0,7715,0.367193828125,False,REGULAR,USD,CALL
65,SPY250317C00609000,2025-03-13 18:21:47+00:00,609.0,0.01,0.0,0.01,0.0,0.0,4349.0,5129,0.37500625,False,REGULAR,USD,CALL
66,SPY250317C00610000,2025-03-13 17:26:55+00:00,610.0,0.01,0.0,0.01,0.0,0.0,922.0,2064,0.38281867187499996,False,REGULAR,USD,CALL
67,SPY250317C00611000,2025-03-13 15:43:39+00:00,611.0,0.01,0.0,0.01,0.0,0.0,360.0,6033,0.38281867187499996,False,REGULAR,USD,CALL
68,SPY250317C00612000,2025-03-13 18:01:40+00:00,612.0,0.01,0.0,0.01,0.0,0.0,401.0,1437,0.39063109375,False,REGULAR,USD,CALL
69,SPY250317C00613000,2025-03-13 14:33:01+00:00,613.0,0.01,0.0,0.01,0.0,0.0,500.0,1700,0.398443515625,False,REGULAR,USD,CALL
70,SPY250317C00614000,2025-03-13 18:34:08+00:00,614.0,0.01,0.0,0.01,0.0,0.0,650.0,949,0.4062559375,False,REGULAR,USD,CALL
71,SPY250317C00615000,2025-03-13 14:24:29+00:00,615.0,0.01,0.0,0.01,0.0,0.0,881.0,1390,0.414068359375,False,REGULAR,USD,CALL
72,SPY250317C00616000,2025-03-13 14:24:04+00:00,616.0,0.01,0.0,0.01,0.0,0.0,899.0,1316,0.42188078125,False,REGULAR,USD,CALL
73,SPY250317C00617000,2025-03-13 16:47:34+00:00,617.0,0.01,0.0,0.01,0.0,0.0,25.0,280,0.42969320312500003,False,REGULAR,USD,CALL
74,SPY250317C00618000,2025-03-13 16:47:18+00:00,618.0,0.01,0.0,0.01,0.0,0.0,1.0,1522,0.437505625,False,REGULAR,USD,CALL
75,SPY250317C00619000,2025-03-11 15:38:44+00:00,619.0,0.01,0.0,0.01,0.0,0.0,1250.0,1381,0.437505625,False,REGULAR,USD,CALL
76,SPY250317C00620000,2025-03-12 20:01:09+00:00,620.0,0.01,0.0,0.01,0.0,0.0,1.0,616,0.445318046875,False,REGULAR,USD,CALL
77,SPY250317C00621000,2025-03-12 13:38:09+00:00,621.0,0.01,0.0,0.01,0.0,0.0,968.0,1605,0.45313046875,False,REGULAR,USD,CALL
78,SPY250317C00622000,2025-03-12 13:38:00+00:00,622.0,0.01,0.0,0.01,0.0,0.0,818.0,2390,0.46094289062500005,False,REGULAR,USD,CALL
79,SPY250317C00623000,2025-03-13 16:47:18+00:00,623.0,0.01,0.0,0.01,0.0,0.0,1.0,83,0.4687553125,False,REGULAR,USD,CALL
80,SPY250317C00624000,2025-03-06 20:21:09+00:00,624.0,0.02,0.0,0.01,0.0,0.0,,7,0.476567734375,False,REGULAR,USD,CALL
81,SPY250317C00625000,2025-03-06 20:21:13+00:00,625.0,0.02,0.0,0.01,0.0,0.0,,184,0.48438015625,False,REGULAR,USD,CALL
82,SPY250317C00626000,2025-03-05 16:50:17+00:00,626.0,0.03,0.0,0.01,0.0,0.0,,172,0.48438015625,False,REGULAR,USD,CALL
83,SPY250317C00628000,2025-03-10 19:49:35+00:00,628.0,0.01,0.0,0.01,0.0,0.0,1.0,484,0.500005,False,REGULAR,USD,CALL
84,SPY250317C00629000,2025-03-06 16:31:58+00:00,629.0,0.02,0.0,0.01,0.0,0.0,,2362,0.507817421875,False,REGULAR,USD,CALL
85,SPY250317C00630000,2025-03-10 15:07:21+00:00,630.0,0.01,0.0,0.01,0.0,0.0,113.0,2841,0.51562984375,False,REGULAR,USD,CALL
86,SPY250317C00640000,2025-03-11 14:01:13+00:00,640.0,0.01,0.0,0.01,0.0,0.0,63.0,838,0.5468795312500001,False,REGULAR,USD,CALL
87,SPY250317C00660000,2025-03-10 14:12:36+00:00,660.0,0.01,0.0,0.01,0.0,0.0,2.0,4399,0.6562534375000001,False,REGULAR,USD,CALL
88,SPY250317C00665000,2025-03-06 21:02:55+00:00,665.0,0.01,0.0,0.01,0.0,0.0,,5456,0.6875031250000001,False,REGULAR,USD,CALL
89,SPY250317C00670000,2025-03-05 17:42:20+00:00,670.0,0.01,0.0,0.01,0.0,0.0,,1,0.7187528125,False,REGULAR,USD,CALL
90,SPY250317C00675000,2025-03-05 17:12:22+00:00,675.0,0.01,0.0,0.01,0.0,0.0,,63,0.7500025,False,REGULAR,USD,CALL
0,SPY250317P00400000,2025-03-14 19:48:34+00:00,400.0,0.01,0.0,0.01,0.0,0.0,16.0,397,1.3750031249999999,False,REGULAR,USD,PUT
1,SPY250317P00405000,2025-03-12 17:26:14+00:00,405.0,0.01,0.0,0.01,0.0,0.0,10.0,1065,1.3125034374999998,False,REGULAR,USD,PUT
2,SPY250317P00415000,2025-03-13 13:30:03+00:00,415.0,0.01,0.0,0.01,0.0,0.0,1.0,18936,1.2500037499999999,False,REGULAR,USD,PUT
3,SPY250317P00420000,2025-03-12 17:26:27+00:00,420.0,0.01,0.0,0.01,0.0,0.0,2929.0,3056,1.1875040625,False,REGULAR,USD,PUT
4,SPY250317P00425000,2025-03-13 20:00:18+00:00,425.0,0.01,0.0,0.01,0.0,0.0,200.0,340,1.15625421875,False,REGULAR,USD,PUT
5,SPY250317P00430000,2025-03-13 19:57:48+00:00,430.0,0.02,0.0,0.01,0.0,0.0,20.0,2060,1.09375453125,False,REGULAR,USD,PUT
6,SPY250317P00445000,2025-03-14 13:30:00+00:00,445.0,0.01,0.0,0.01,0.0,0.0,1.0,77,0.9687503125,False,REGULAR,USD,PUT
7,SPY250317P00450000,2025-03-12 13:30:01+00:00,450.0,0.03,0.0,0.01,0.0,0.0,1.0,21,0.937500625,False,REGULAR,USD,PUT
8,SPY250317P00455000,2025-03-14 15:53:17+00:00,455.0,0.01,0.0,0.01,-0.04,-80.0,89.0,159,0.87500125,False,REGULAR,USD,PUT
9,SPY250317P00460000,2025-03-14 16:22:36+00:00,460.0,0.01,0.0,0.01,-0.01,-50.0,1.0,239,0.8437515624999999,False,REGULAR,USD,PUT
10,SPY250317P00465000,2025-03-13 20:09:59+00:00,465.0,0.02,0.0,0.01,0.0,0.0,150.0,269,0.79687703125,False,REGULAR,USD,PUT
11,SPY250317P00470000,2025-03-14 13:30:03+00:00,470.0,0.01,0.0,0.01,-0.01,-50.0,24.0,91,0.7500025,False,REGULAR,USD,PUT
12,SPY250317P00475000,2025-03-14 20:13:20+00:00,475.0,0.01,0.0,0.01,-0.03,-75.0,498.0,619,0.7187528125,False,REGULAR,USD,PUT
13,SPY250317P00480000,2025-03-14 20:13:10+00:00,480.0,0.01,0.01,0.02,-0.02,-66.66667,4430.0,609,0.7421900781249999,False,REGULAR,USD,PUT
14,SPY250317P00485000,2025-03-14 20:07:56+00:00,485.0,0.01,0.01,0.02,-0.02,-66.66667,1848.0,655,0.6953155468750001,False,REGULAR,USD,PUT
15,SPY250317P00488000,2025-03-14 18:59:16+00:00,488.0,0.01,0.01,0.02,-0.03,-75.0,240.0,477,0.6718782812500002,False,REGULAR,USD,PUT
16,SPY250317P00490000,2025-03-14 19:48:29+00:00,490.0,0.01,0.01,0.02,-0.03,-75.0,386.0,839,0.648441015625,False,REGULAR,USD,PUT
17,SPY250317P00491000,2025-03-14 13:33:07+00:00,491.0,0.01,0.01,0.02,-0.04,-80.0,376.0,66,0.64062859375,False,REGULAR,USD,PUT
18,SPY250317P00492000,2025-03-14 19:55:40+00:00,492.0,0.01,0.01,0.02,-0.03,-75.0,222.0,839,0.632816171875,False,REGULAR,USD,PUT
19,SPY250317P00493000,2025-03-14 13:33:18+00:00,493.0,0.02,0.01,0.02,-0.030000001,-60.000004,140.0,508,0.6250037500000001,False,REGULAR,USD,PUT
20,SPY250317P00494000,2025-03-14 15:14:59+00:00,494.0,0.01,0.01,0.02,-0.049999997,-83.333336,1.0,549,0.6171913281250001,False,REGULAR,USD,PUT
21,SPY250317P00495000,2025-03-14 19:55:06+00:00,495.0,0.01,0.01,0.02,-0.02,-66.66667,59.0,276,0.6093789062500001,False,REGULAR,USD,PUT
22,SPY250317P00496000,2025-03-14 19:58:47+00:00,496.0,0.01,0.01,0.02,-0.049999997,-83.333336,475.0,577,0.6015664843750002,False,REGULAR,USD,PUT
23,SPY250317P00497000,2025-03-14 17:52:54+00:00,497.0,0.01,0.01,0.02,-0.049999997,-83.333336,802.0,644,0.5898478515625001,False,REGULAR,USD,PUT
24,SPY250317P00498000,2025-03-14 18:37:02+00:00,498.0,0.01,0.01,0.02,-0.049999997,-83.333336,4388.0,394,0.57812921875,False,REGULAR,USD,PUT
25,SPY250317P00499000,2025-03-14 18:10:06+00:00,499.0,0.02,0.01,0.02,-0.01,-33.333336,5260.0,448,0.570316796875,False,REGULAR,USD,PUT
26,SPY250317P00500000,2025-03-14 19:06:39+00:00,500.0,0.02,0.01,0.02,-0.02,-50.0,2464.0,11548,0.5625043750000001,False,REGULAR,USD,PUT
27,SPY250317P00505000,2025-03-14 19:52:36+00:00,505.0,0.01,0.01,0.02,-0.049999997,-83.333336,4026.0,264,0.523442265625,False,REGULAR,USD,PUT
28,SPY250317P00510000,2025-03-14 20:12:39+00:00,510.0,0.02,0.02,0.03,-0.04,-66.66667,9874.0,782,0.5039112109375,False,REGULAR,USD,PUT
29,SPY250317P00515000,2025-03-14 19:42:56+00:00,515.0,0.02,0.02,0.03,-0.04,-66.66667,1118.0,1595,0.46680220703125,False,REGULAR,USD,PUT
30,SPY250317P00520000,2025-03-14 20:07:19+00:00,520.0,0.03,0.02,0.03,-0.07,-70.0,4058.0,2169,0.42188078125,False,REGULAR,USD,PUT
31,SPY250317P00525000,2025-03-14 20:12:04+00:00,525.0,0.03,0.02,0.03,-0.11,-78.57143,2769.0,1577,0.37500625,False,REGULAR,USD,PUT
32,SPY250317P00530000,2025-03-14 20:12:50+00:00,530.0,0.03,0.03,0.04,-0.22999999,-88.46153,2717.0,6528,0.34180345703125,False,REGULAR,USD,PUT
33,SPY250317P00535000,2025-03-14 20:09:23+00:00,535.0,0.03,0.04,0.05,-0.49999997,-94.33962,4422.0,2809,0.30274134765625,False,REGULAR,USD,PUT
34,SPY250317P00540000,2025-03-14 20:14:57+00:00,540.0,0.06,0.06,0.07,-0.97999996,-94.230774,16389.0,7107,0.26563234375,False,REGULAR,USD,PUT
35,SPY250317P00545000,2025-03-14 20:14:34+00:00,545.0,0.13,0.12,0.13,-1.84,-93.40102,20955.0,3774,0.23780059082031246,False,REGULAR,USD,PUT
36,SPY250317P00550000,2025-03-14 20:14:54+00:00,550.0,0.32,0.32,0.33,-3.1000001,-90.64327,146160.0,4812,0.2211991943359375,False,REGULAR,USD,PUT
37,SPY250317P00551000,2025-03-14 20:14:57+00:00,551.0,0.4,0.39,0.4,-3.4299998,-89.55614,27989.0,1350,0.21851367431640623,False,REGULAR,USD,PUT
38,SPY250317P00552000,2025-03-14 20:14:59+00:00,552.0,0.49,0.48,0.49,-3.8100002,-88.60465,19714.0,1960,0.21631643066406248,False,REGULAR,USD,PUT
39,SPY250317P00553000,2025-03-14 20:14:55+00:00,553.0,0.59,0.59,0.61,-4.08,-87.366165,17751.0,1789,0.215828154296875,False,REGULAR,USD,PUT
40,SPY250317P00554000,2025-03-14 20:14:57+00:00,554.0,0.72,0.72,0.73,-4.5199995,-86.25954,17045.0,1495,0.21265435791015624,False,REGULAR,USD,PUT
41,SPY250317P00555000,2025-03-14 20:14:59+00:00,555.0,0.87,0.87,0.88,-4.78,-84.60177,62541.0,3013,0.2104571142578125,False,REGULAR,USD,PUT
42,SPY250317P00556000,2025-03-14 20:14:57+00:00,556.0,1.04,1.04,1.06,-5.46,-84.0,31479.0,1267,0.20862607788085932,False,REGULAR,USD,PUT
43,SPY250317P00557000,2025-03-14 20:14:59+00:00,557.0,1.26,1.25,1.27,-5.79,-82.127655,40318.0,849,0.20667297241210933,False,REGULAR,USD,PUT
44,SPY250317P00558000,2025-03-14 20:14:53+00:00,558.0,1.5,1.5,1.52,-6.12,-80.31496,37047.0,1401,0.20533021240234373,False,REGULAR,USD,PUT
45,SPY250317P00559000,2025-03-14 20:14:56+00:00,559.0,1.8,1.78,1.81,-6.5299997,-78.39136,37261.0,2401,0.2039874523925781,False,REGULAR,USD,PUT
46,SPY250317P00560000,2025-03-14 20:14:58+00:00,560.0,2.14,2.11,2.14,-6.9799995,-76.53508,89554.0,2183,0.20264469238281246,False,REGULAR,USD,PUT
47,SPY250317P00561000,2025-03-14 20:14:58+00:00,561.0,2.49,2.49,2.51,-7.1100006,-74.0625,72584.0,1167,0.20117986328124998,False,REGULAR,USD,PUT
48,SPY250317P00562000,2025-03-14 20:14:57+00:00,562.0,2.93,2.93,2.96,-9.0199995,-75.48117,64859.0,1451,0.2016681396484375,False,REGULAR,USD,PUT
49,SPY250317P00563000,2025-03-14 20:14:54+00:00,563.0,3.43,3.43,3.46,-7.6799994,-69.12691,20222.0,732,0.2024005541992187,True,REGULAR,USD,PUT
50,SPY250317P00564000,2025-03-14 20:14:51+00:00,564.0,4.0,3.98,4.03,-8.73,-68.57816,7084.0,418,0.20447572875976558,True,REGULAR,USD,PUT
51,SPY250317P00565000,2025-03-14 20:14:50+00:00,565.0,4.64,4.6,4.67,-10.139999,-68.606224,5405.0,6301,0.20813780151367184,True,REGULAR,USD,PUT
52,SPY250317P00566000,2025-03-14 20:14:47+00:00,566.0,5.36,5.28,5.37,-10.059999,-65.239944,1646.0,752,0.21289849609375,True,REGULAR,USD,PUT
53,SPY250317P00567000,2025-03-14 20:14:50+00:00,567.0,6.05,6.02,6.13,-8.2699995,-57.751392,2012.0,1102,0.21936815795898437,True,REGULAR,USD,PUT
54,SPY250317P00568000,2025-03-14 20:14:37+00:00,568.0,6.83,6.82,6.93,-10.190001,-59.870743,750.0,508,0.22657023437499998,True,REGULAR,USD,PUT
55,SPY250317P00569000,2025-03-14 20:00:02+00:00,569.0,7.0,7.66,7.79,-10.969999,-61.04619,385.0,2599,0.2362136926269531,True,REGULAR,USD,PUT
56,SPY250317P00570000,2025-03-14 20:12:10+00:00,570.0,8.55,8.54,8.68,-8.749999,-50.578033,1711.0,4917,0.2467116345214844,True,REGULAR,USD,PUT
57,SPY250317P00571000,2025-03-14 20:14:28+00:00,571.0,9.45,9.45,9.59,-8.79,-48.190792,796.0,58,0.2576978527832031,True,REGULAR,USD,PUT
58,SPY250317P00572000,2025-03-14 20:14:09+00:00,572.0,10.29,10.39,10.53,-8.839999,-46.21014,508.0,335,0.2701489001464844,True,REGULAR,USD,PUT
59,SPY250317P00573000,2025-03-14 20:13:36+00:00,573.0,11.27,10.8,12.03,-10.559999,-48.373795,179.0,120,0.32776551147460936,True,REGULAR,USD,PUT
60,SPY250317P00574000,2025-03-14 19:02:14+00:00,574.0,12.15,11.78,13.01,-10.890001,-47.26563,46.0,163,0.3437565625,True,REGULAR,USD,PUT
61,SPY250317P00575000,2025-03-14 20:03:21+00:00,575.0,13.1,13.01,14.0,-9.33,-41.596077,355.0,89,0.3601138208007812,True,REGULAR,USD,PUT
62,SPY250317P00576000,2025-03-14 17:59:20+00:00,576.0,15.14,13.77,15.0,-5.8599997,-27.90476,27.0,29,0.37695935546875,True,REGULAR,USD,PUT
63,SPY250317P00577000,2025-03-14 17:33:51+00:00,577.0,15.75,14.77,16.0,-9.75,-38.235294,33.0,2,0.393560751953125,True,REGULAR,USD,PUT
64,SPY250317P00578000,2025-03-14 17:36:42+00:00,578.0,17.0,15.77,17.0,-7.17,-29.664875,4.0,8,0.40991801025390623,True,REGULAR,USD,PUT
65,SPY250317P00579000,2025-03-14 18:40:41+00:00,579.0,16.85,16.77,18.0,-10.959999,-39.410282,44.0,11,0.4260311303710938,True,REGULAR,USD,PUT
66,SPY250317P00580000,2025-03-14 17:31:17+00:00,580.0,18.1,17.77,19.0,-11.539999,-38.93387,42.0,16,0.4419001123046875,True,REGULAR,USD,PUT
67,SPY250317P00581000,2025-03-14 18:27:24+00:00,581.0,19.85,18.77,20.0,-5.1499996,-20.599998,36.0,36,0.4576470251464845,True,REGULAR,USD,PUT
68,SPY250317P00582000,2025-03-14 15:18:23+00:00,582.0,21.11,19.77,21.0,-7.25,-25.564173,2.0,1,0.4731497998046875,True,REGULAR,USD,PUT
69,SPY250317P00583000,2025-03-13 18:36:38+00:00,583.0,20.67,20.77,22.0,-8.709999,-29.646015,10.0,1,0.4885305053710938,True,REGULAR,USD,PUT
70,SPY250317P00584000,2025-03-13 18:36:38+00:00,584.0,25.0,21.77,23.0,-5.41,-17.7902,1.0,5,0.5036670727539063,True,REGULAR,USD,PUT
71,SPY250317P00585000,2025-03-14 15:08:59+00:00,585.0,22.67,22.77,24.0,-11.230001,-33.126846,16.0,36,0.518681571044922,True,REGULAR,USD,PUT
